homo_node_label,x,y,z,fine_query_x,fine_query_y,fine_query_z,homo_u1,homo_u2,homo_u3,fine_u1,fine_u2,fine_u3,homo_umag,fine_umag,absolute_vector_error,mls_condition_number,mls_support_radius_normalized,pointwise_error_over_fine_peak
78,-0.5,2.5,5.0,1.5,4.5,1.0,-0.0151511682197451,0.0568632408976554,-0.3391120433807373,-0.011270760163012886,0.05347618015981566,-0.339279428381768,0.34418013311297746,0.3436528224854212,0.005153422636184402,46.41367206373618,0.11090535925978158,0.014645769389984372
79,-0.5,-2.5,4.0,1.5,-0.5,0.0,-0.0068032857961952,-0.0496206879615783,-0.2702089250087738,-0.010656217171932224,-0.0524514367851299,-0.2700888563919625,0.27481149998826865,0.2753410585662044,0.004782534428618424,59.46315171119891,0.08602324892882078,0.013591723653596295
80,-0.5,-1.5,4.0,1.5,0.5,0.0,-0.0069878129288554,-0.0356823317706584,-0.2687177062034607,-0.010653705581578016,-0.03182017926293918,-0.26798364582633755,0.271166487526334,0.27007639600920413,0.005375298649510528,42.05086014552082,0.07071067474690693,0.015276329923003163
81,-0.5,-0.5,4.0,1.5,1.5,0.0,-0.0070273545570671,-0.0070273545570671,-0.2670177817344665,-0.010664314495083864,-0.010664284462120891,-0.26601466844658117,0.2672026631351878,0.2664418480559756,0.005240321840626355,44.078965796491794,0.06708203932499389,0.014892732582852298
82,-0.5,0.5,4.0,1.5,2.5,0.0,-0.0070273545570671,0.0070273545570671,-0.2670177817344665,-0.010664461279408654,0.010663994435084277,-0.26601143093691393,0.2672026631351878,0.2664386100038732,0.0052408431420737644,47.06170435902661,0.06633248151978598,0.01489421409549359
83,-0.5,1.5,4.0,1.5,3.5,0.0,-0.0069878129288554,0.0356823317706584,-0.2687177062034607,-0.010653730069800827,0.03182013066644435,-0.26798362992528374,0.271166487526334,0.2700763754717565,0.0053753524382920085,41.93943369826411,0.07071065957404153,0.01527648278802995
84,-0.5,2.5,4.0,1.5,4.5,0.0,-0.0068032857961952,0.0496206879615783,-0.2702089250087738,-0.010656217247164453,0.0524514411838144,-0.27008885680533135,0.27481149998826865,0.27534105981253265,0.0047825370824015586,59.46324411127539,0.08602323229946876,0.013591731195515237
85,-0.5,-2.5,3.0,1.5,-0.5,-1.0,-0.0148587143048644,-0.0558080114424228,-0.2015524804592132,-0.010195784385512581,-0.05162348720795406,-0.20167123066832507,0.20966334422405053,0.20842318424307416,0.006266359398710438,58.776096262760824,0.08602325170038042,0.01780868000692933
86,-0.5,-1.5,3.0,1.5,0.5,-1.0,-0.0146128153428435,-0.0284954402595758,-0.1990714967250824,-0.010166142434561317,-0.030983139496929754,-0.19856106648416436,0.20163081435186336,0.20122078050841255,0.005120750577759654,47.70227226878386,0.06782328963691125,0.01455291703399378
87,-0.5,-0.5,3.0,1.5,1.5,-1.0,-0.0147793004289269,-0.0147793004289269,-0.196239024400711,-0.010256038435098784,-0.010256038435098784,-0.1961525040328626,0.19734895525459417,0.19668802070061772,0.006397443544391184,50.29358799075477,0.06557438088000114,0.018181214592942783
88,-0.5,0.5,3.0,1.5,2.5,-1.0,-0.0147793004289269,0.0147793004289269,-0.196239024400711,-0.01025645863056319,0.010255738287285484,-0.19614935055787544,0.19734895525459417,0.1966848820721462,0.0063974021118268195,49.9924797736156,0.06557438088000117,0.018181096843667057
89,-0.5,1.5,3.0,1.5,3.5,-1.0,-0.0146128153428435,0.0284954402595758,-0.1990714967250824,-0.010166142319885559,0.03098314407198795,-0.19856106655485553,0.20163081435186336,0.20122078127682416,0.005120752892892773,47.70227273099984,0.06782328787926652,0.014552923613486316
