homo_node_label,x,y,z,fine_query_x,fine_query_y,fine_query_z,homo_u1,homo_u2,homo_u3,fine_u1,fine_u2,fine_u3,homo_umag,fine_umag,absolute_vector_error,mls_condition_number,mls_support_radius_normalized,pointwise_error_over_fine_peak
2247,-3.5,-3.5,7.5,-0.5,-0.5,6.5,-0.0062592648901045,-0.0062592648901045,-0.1115436926484108,-0.0032847368829332256,-0.0032995122196390644,-0.10565721271584633,0.11189437949947317,0.10575974128258468,0.007229010909678986,43.61025420914219,0.09713696235493469,0.06660366121897184
2251,-3.5,-2.5,7.5,-0.5,0.5,6.5,-0.0063440483063459,-0.003489141119644,-0.1124162450432777,-0.006039177581987259,-0.005000234493005274,-0.10716405762325587,0.11264915980288667,0.10745049677471166,0.005473739310254268,43.613957959700556,0.09713696235493469,0.05043166806305637
2255,-3.5,-1.5,7.5,-0.5,1.5,6.5,-0.0064374473877251,-0.0019747475162148,-0.1125098317861557,-0.004334980726855033,-0.0006051979970539353,-0.1069775551482751,0.11271114676540017,0.10706706135885155,0.006074711247750245,43.610254314332266,0.09713696235493469,0.05596865394220324
2259,-3.5,-0.5,7.5,-0.5,2.5,6.5,-0.0065143429674208,-0.0006498795119114,-0.1125019416213035,-0.005302179565683063,-0.0021699187194015378,-0.10705175007517229,0.11269226182946356,0.10720493855020255,0.005786574737644009,43.61395805942167,0.09713696235493469,0.053313941320558465
2263,-3.5,0.5,7.5,-0.5,3.5,6.5,-0.0065143429674208,0.0006498795119114,-0.1125019416213035,-0.005307907847934301,0.002121618498764569,-0.1070450185827745,0.11269226182946356,0.10719753333991879,0.005779230951552515,43.61025574749468,0.09713695870077053,0.05324628019139243
2267,-3.5,1.5,7.5,-0.5,4.5,6.5,-0.0064374473877251,0.0019747475162148,-0.1125098317861557,-0.004327632114337453,0.0005556916426818223,-0.10698454251967737,0.11271114676540017,0.10707347725306882,0.006082257930924079,43.61395821925248,0.09713696235493469,0.05603818444031937
2271,-3.5,2.5,7.5,-0.5,5.5,6.5,-0.0063440483063459,0.003489141119644,-0.1124162450432777,-0.00604322323136035,0.0049538171750913036,-0.10715722164980888,0.11264915980288667,0.1074417563302767,0.005467458159528336,43.61025571686837,0.09713695870077053,0.050373797402707095
2275,-3.5,3.5,7.5,-0.5,6.5,6.5,-0.0062592648901045,0.0062592648901045,-0.1115436926484108,-0.0032754098121594746,0.0032506185178892678,-0.10566593365132768,0.11189437949947317,0.10576665053121999,0.007245922642908477,43.61395821925252,0.09713696235493469,0.06675947552949314
2379,-3.5,-3.5,6.5,-0.5,-0.5,5.5,-0.0168843436986207,-0.0168843436986207,-0.0925353020429611,-0.016112363165927877,-0.016118587125524813,-0.09206368772828498,0.09556643892313006,0.0948427102936491,0.0011852245078058767,42.55063049746281,0.10046894038390004,0.010919929790205656
2383,-3.5,-2.5,6.5,-0.5,0.5,5.5,-0.0177020002156496,-0.0103131514042615,-0.0961295589804649,-0.014988641058260994,-0.008285856492990663,-0.0950725347049605,0.09828842258018367,0.0966028034470105,0.0035481745860730727,43.61395795970055,0.09713696235493477,0.032690698773211666
2387,-3.5,-1.5,6.5,-0.5,1.5,5.5,-0.0183376632630825,-0.0057395547628402,-0.0969407483935356,-0.016770210718757162,-0.005994758575458988,-0.09487735916842703,0.09882672250927185,0.09653439998624459,0.002603768722252667,42.55063054956953,0.10046894038390004,0.023989523883174328
2391,-3.5,-0.5,6.5,-0.5,2.5,5.5,-0.0186843555420637,-0.0018668507691472,-0.0970243290066719,-0.016422463281853567,-0.0007411041756008852,-0.09509155297124273,0.09882464618207053,0.09650207242399297,0.0031810509572795177,43.613959510223346,0.0971369587007706,0.02930824741117169
2395,-3.5,0.5,6.5,-0.5,3.5,5.5,-0.0186843555420637,0.0018668507691472,-0.0970243290066719,-0.01642483000675095,0.0007130312382487208,-0.09507850528389591,0.09882464618207053,0.09648940678290653,0.0031973403188792675,42.55063060676955,0.10046894038390004,0.029458327572208717
2399,-3.5,1.5,6.5,-0.5,4.5,5.5,-0.0183376632630825,0.0057395547628402,-0.0969407483935356,-0.01680222147207335,0.0059708519904094984,-0.09488986670301378,0.09882672250927185,0.09655077691455259,0.002572391029679643,43.61395947030011,0.09713695870077063,0.023700429118748312
2403,-3.5,2.5,6.5,-0.5,5.5,5.5,-0.0177020002156496,0.0103131514042615,-0.0961295589804649,-0.015028518572419247,0.008262713777137493,-0.0950518306065856,0.09828842258018367,0.09658664147338125,0.003537413886906663,42.55063073724787,0.10046894038390004,0.032591556308120176
2407,-3.5,3.5,6.5,-0.5,6.5,5.5,-0.0168843436986207,0.0168843436986207,-0.0925353020429611,-0.01616169308572226,0.01609158418524933,-0.09207942848207053,0.09556643892313006,0.0948617971291541,0.0011655523402586251,43.61395947030008,0.09713695870077063,0.010738682535341826
2511,-3.5,-3.5,5.5,-0.5,-0.5,4.5,-0.0220856610685586,-0.0220856610685586,-0.0782263427972793,-0.02091969124794031,-0.020926062639227968,-0.0745122929983342,0.08423130983849142,0.08017241038761182,0.004061812409373784,43.610254209142184,0.09713696235493469,0.0374230418281331
2515,-3.5,-2.5,5.5,-0.5,0.5,4.5,-0.0231766831129789,-0.0153320040553808,-0.0807550102472305,-0.022059959439598268,-0.014041119702222202,-0.07673241936710033,0.08540257998739827,0.0810657698100586,0.004369747311324173,43.613958016140415,0.09713696235493469,0.04026016465769483
2519,-3.5,-1.5,5.5,-0.5,1.5,4.5,-0.0243834238499403,-0.00881480704993,-0.0818681493401527,-0.02207106686638331,-0.008041487321249286,-0.07791261922671358,0.08587575943393384,0.08137673958647541,0.004646637138888217,43.61025431433224,0.09713696235493469,0.04281125726226721
2523,-3.5,-0.5,5.5,-0.5,2.5,4.5,-0.025046145543456,-0.0028706500306725,-0.0820991396903991,-0.023048573434164898,-0.00270449567246141,-0.07788734217372674,0.08588258715296276,0.08127108406487296,0.004664454943936935,43.61395811586153,0.09713696235493469,0.04297541956136425
2527,-3.5,0.5,5.5,-0.5,3.5,4.5,-0.025046145543456,0.0028706500306725,-0.0820991396903991,-0.023052352457776874,0.0026788746522879692,-0.077878727374672,0.08588258715296276,0.0812630512640199,0.00467160237809228,43.61025574749467,0.09713695870077053,0.04304127162453241
2531,-3.5,1.5,5.5,-0.5,4.5,4.5,-0.0243834238499403,0.00881480704993,-0.0818681493401527,-0.022066136610002642,0.008014963493487784,-0.07792000958585504,0.08587575943393384,0.0813798618735187,0.00464729785860833,43.61395827569225,0.09713696235493469,0.04281734472747496
2535,-3.5,2.5,5.5,-0.5,5.5,4.5,-0.0231766831129789,0.0153320040553808,-0.0807550102472305,-0.022063435501338297,0.014015262610078325,-0.07672322976881606,0.08540257998739827,0.08105354254016117,0.004385017913843064,43.610255716868394,0.09713695870077053,0.04040085859902172
2539,-3.5,3.5,5.5,-0.5,6.5,4.5,-0.0220856610685586,0.0220856610685586,-0.0782263427972793,-0.020915110512455558,0.020900934357583237,-0.07451846666655634,0.08423130983849142,0.08017039839680791,0.004064740014426101,43.61395827569226,0.09713696235493469,0.03745001498082629
2643,-3.5,-3.5,4.5,-0.5,-0.5,3.5,-0.0243950504809618,-0.0243950504809618,-0.0652902051806449,-0.023103757928028854,-0.023108394863815114,-0.06444661812304078,0.0738447551859173,0.07225751262724175,0.002008620984195969,42.55063661103714,0.10046894038390004,0.0185061985962125
2647,-3.5,-2.5,4.5,-0.5,0.5,3.5,-0.0255102310329675,-0.0177179221063852,-0.0661589503288269,-0.02387749628168953,-0.016354770927945454,-0.06515138326254495,0.0730869575214039,0.07129036471929913,0.002353549510073758,43.61396342364329,0.09713696235493477,0.021684157928320326
2651,-3.5,-1.5,4.5,-0.5,1.5,3.5,-0.0269872061908245,-0.0105243884027004,-0.0666312575340271,-0.024964215410527745,-0.01028408239973586,-0.06549786502689128,0.07265532691966098,0.07084451090203571,0.0023312694497758264,42.550636663143955,0.10046894038390004,0.02147888315331136
2655,-3.5,-0.5,4.5,-0.5,2.5,3.5,-0.0278571918606758,-0.0034580235369503,-0.0667645707726478,-0.025336202446481458,-0.0028341612025484597,-0.06577133092464996,0.072425748015471,0.07053951797206258,0.0027804886682768616,43.6139649741665,0.0971369587007706,0.025617712796248346
2659,-3.5,0.5,4.5,-0.5,3.5,3.5,-0.0278571918606758,0.0034580235369503,-0.0667645707726478,-0.025333997480904296,0.0028034934448854386,-0.06577916742463516,0.072425748015471,0.07054480754057073,0.0027867434897750226,42.55063672034407,0.10046894038390004,0.025675340875283455
2663,-3.5,1.5,4.5,-0.5,4.5,3.5,-0.0269872061908245,0.0105243884027004,-0.0666312575340271,-0.0249783814240232,0.010252060047556995,-0.06548127683765159,0.07265532691966098,0.07082952696490262,0.002330664128261667,43.61396493424231,0.09713695870077063,0.021473306093107502
2667,-3.5,2.5,4.5,-0.5,5.5,3.5,-0.0255102310329675,0.0177179221063852,-0.0661589503288269,-0.023875282025767684,0.016309999704265946,-0.06516404629107153,0.0730869575214039,0.07129093989552959,0.002375949871288294,42.55063685082162,0.10046894038390004,0.02189054108199879
2671,-3.5,3.5,4.5,-0.5,6.5,3.5,-0.0243950504809618,0.0243950504809618,-0.0652902051806449,-0.023126711362245565,0.023072146784166053,-0.06443371927963826,0.0738447551859173,0.07224176711480658,0.002022949927626707,43.61396493424231,0.09713695870077063,0.018638216669751285
2775,-3.5,-3.5,3.5,-0.5,-0.5,2.5,-0.0243950504809618,-0.0243950504809618,-0.0526709966361522,-0.02306415456843465,-0.023070059154490532,-0.04879807907127581,0.0629640442044736,0.05869783110469095,0.00430422773671812,43.610258884445784,0.09713696235493477,0.03965650758692878
2779,-3.5,-2.5,3.5,-0.5,0.5,2.5,-0.0255102310329675,-0.0177179221063852,-0.0518022514879703,-0.023807411786073773,-0.016290315239635447,-0.04802203241722704,0.06040008203923429,0.05602037864955562,0.004384941388022628,43.61396345630247,0.09713696235493477,0.04040015353716989
2783,-3.5,-1.5,3.5,-0.5,1.5,2.5,-0.0269872061908245,-0.0105243884027004,-0.0513299480080604,-0.024914826246667823,-0.010265577176726295,-0.047623548322647535,0.0589392535730404,0.05471867137013212,0.004254308464564087,43.610258989635845,0.09713696235493477,0.039196582109932564
2787,-3.5,-0.5,3.5,-0.5,2.5,2.5,-0.0278571918606758,-0.0034580235369503,-0.0511966310441494,-0.025269481360419926,-0.002791615083044859,-0.04730790874084089,0.05838729395523795,0.05370640587889143,0.004718316120484105,43.61396355602377,0.09713696235493477,0.04347166332146147
2791,-3.5,0.5,3.5,-0.5,3.5,2.5,-0.0278571918606758,0.0034580235369503,-0.0511966310441494,-0.02527282611329537,0.0027848870348119985,-0.04729859059008679,0.05838729395523795,0.053699422784217854,0.004725122056439685,43.610260422798675,0.0971369587007706,0.04353436903021294
2795,-3.5,1.5,3.5,-0.5,4.5,2.5,-0.0269872061908245,0.0105243884027004,-0.0513299480080604,-0.024911777386088976,0.010258629528511998,-0.04763077614557898,0.0589392535730404,0.05472227122998065,0.0042499299960011205,43.61396371585364,0.09713696235493477,0.03915624159302516
2799,-3.5,2.5,3.5,-0.5,5.5,2.5,-0.0255102310329675,0.0177179221063852,-0.0518022514879703,-0.02381092265140455,0.016281641884587857,-0.048012617489682864,0.06040008203923429,0.056011278669387085,0.004394527925972517,43.61026039217136,0.0971369587007706,0.04048847800283398
2803,-3.5,3.5,3.5,-0.5,6.5,2.5,-0.0243950504809618,0.0243950504809618,-0.0526709966361522,-0.02306091442030555,0.02306246424278769,-0.04880415080169341,0.0629640442044736,0.05869862150276571,0.0043021159698438715,43.61396371585366,0.09713696235493477,0.039637051065528645
